date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
10/7/2011,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,
10/8/2011,2,2,430,215,,,0,0.000244141,,,,,0,,100,36500,,100,,,,,,,,100,0,0,0,,,,,,,,,,
10/9/2011,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,100,0,0,0,,,,,,,,,,
10/10/2011,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,100,0,0,0,,,,,,,,,,
10/11/2011,0,0,0,,,,0,,,,,,0,,,,,,,,,,,,,100,0,0,0,,,,,,,,,,
10/12/2011,2,2,430,215,,,0,0.000244141,,,,,0,,100,18250,,100,,,,,,,,200,0,0,0,,,,,,,,,,
10/13/2011,9778,9685,2189503,226.0715539,,,0,0.003741159,1.08696E-05,,0,,0.001,,484250,36484.93137,,484250,,11.85982497,,,,,,484450,92,144,40847.989,,306.940816,,50,,44199.4775,,,,
10/14/2011,1531,1122,295956,263.7754011,,,0,0.046206551,3.22581E-05,,0,,0.002,,56100,3788.086208,,56100,,24.28128967,,,,,,540550,62,86,22261.99709,,261.8416335,,50,,22518.38048,,,,
10/15/2011,1514,762,313095,410.8858268,,,0,0.0625,0.000178571,,0,,0.08,,38100,2403.266223,,38100,,22.31618836,,,,,,578650,448,870,25929.60727,,35.45764366,,12.17944072,,30848.14999,,,,
10/16/2011,4843,915,925038,1010.970492,,,0,0.074459496,0.000640277,,0,,0.90407077,,45750,2674.367393,,45750,,3.53982218,,,,,,624400,1412,2756,176393.0414,,72.26618337,,9.802898595,,199165.6014,,,,
10/17/2011,3150,773,766661,991.7994825,,,0,0.090344629,0.000224511,,0,,0.35674793,,38650,2127.629892,,38650,,9.83867714,,,,,,663050,1589,3100,67392.19009,,29.63445952,,9.85572401,,91866.82453,,,,
10/18/2011,3743,826,834230,1009.96368,,,0,0.090344629,0.000225384,,0,,0.37301134,,41300,2140.200185,,41300,,5.17159236,,,,,,704350,1655,3276,136195.9626,,49.72433822,,10.5122232,,162896.932,,,,
10/19/2011,2625,643,702199,1092.066874,,,0,0.124707432,0.000227924,,0,,0.31726977,,32150,1593.312967,,32150,,12.37489353,,,,,,736500,1392,2750,59515.66355,,31.14419548,,10.48504571,,85646.53757,,,,
10/20/2011,3722,759,851988,1122.513834,,,0,0.126039753,0.00017383,,0,,0.31880384,,37950,1788.591904,,37950,,9.0933348,,,,,,774450,1834,3629,85166.7751,,32.16395124,,10.373948,,116722.979,,,,
10/21/2011,3187,831,792899,954.1504212,,,0,0.135786062,0.000180407,,0,,0.30560998,,41550,1858.547794,,41550,,12.41717736,,,,,,816000,1694,3356,65715.41794,,27.61572323,,8.641433665,,92678.36716,,,,
10/22/2011,2869,728,739364,1015.60989,,,0,0.16800443,0.000325751,,0,,0.48536862,,36400,1558.657907,,36400,,8.30768634,,,,,,852400,1490,2948,102603.7774,,46.31872692,,10.22972091,,136547.607,,,,
10/23/2011,3156,828,762964,921.4541063,,,0,0.16800443,0.000272756,,0,,0.4345,,41400,1690.646677,,41400,,8.48830367,,,,,,893800,1593,3162,105297.8351,,40.34029878,,10.35171055,,127556.0247,,,,
10/24/2011,2671,596,630532,1057.939597,,,0,0.196833753,0.000236701,,0,,0.3391925,,29800,1177.674318,,29800,,14.6979864,,,,,,923600,1433,2833,62838.53955,,29.14003587,,9.16042855,,82553.72161,,,,
10/25/2011,2407,523,571836,1093.376673,,,0,0.220230194,0.000187102,,0,,0.235,,26150,1004.974993,,26150,,12.84061973,,,,,,949750,1256,2491,73964.4986,,39.59224186,,9.17553841,,98624.27448,,,,
10/26/2011,4208,577,866953,1502.518198,,,0,0.220230194,0.000247896,,0,,0.32474311,,28850,1076.052524,,28850,,6.19594605,,,,,,978600,1310,2593,157941.9822,,72.53711663,,8.3392925,,188088.7434,,,,
10/27/2011,1877,427,448357,1050.016393,,,0,0.220230194,0.00015234,,0,,0.14411365,,21350,779.3139657,,21350,,18.06484449,,,,,,999950,946,1853,55353.36884,,36.70305551,,8.2886569,,68010.76185,,,,
10/28/2011,2639,451,703604,1560.097561,,,0,0.199371758,0.000195736,,0,,0.27403041,,22550,804.9633252,,22550,,13.36453545,,,,,,1022500,1400,2767,76508.45806,,34.62874348,,9.60939409,,95817.7332,,,,
10/29/2011,2902,580,778945,1343.008621,,,0,0.187903203,0.000465826,,0,,0.69547838,,29000,1006.657156,,29000,,11.40696901,,,,,,1051500,1493,2946,92180.49064,,39.64368556,,9.012940765,,116790.2977,,,,
10/30/2011,3202,736,773802,1051.361413,,,0,0.187903203,0.001003731,,0,,1.74749645,,36800,1234.218506,,36800,,7.48224829,,,,,,1088300,1741,3439,145450.9337,,55.70964615,,7.86646199,,191585.4731,,,,
10/31/2011,3718,660,856753,1298.110606,,,0,0.19356895,0.000498118,,0,,0.89063483,,33000,1074.19959,,33000,,3.38005947,,,,,,1121300,1788,3537,331739.7254,,113.2304071,,6.32620233,,400495.95,,,,
11/1/2011,3928,876,1002649,1144.576484,,,0,0.202801185,0.001267681,,0,,2.51761352,,43800,1372.156896,,43800,,3.3972202,,,,,,1165100,1986,3912,342956.8683,,109.1647932,,7.12090442,,427052.6711,,,,
11/2/2011,4532,1239,1216604,981.9241324,,,0,0.253104101,0.000664668,,0,,1.55931143,,61950,1842.773318,,61950,,8.14277804,,,,,,1227050,2346,4630,150691.8148,,40.31013895,,7.55354767,,186635.9433,,,,
11/3/2011,3601,904,923821,1021.925885,,,0,0.380873507,0.00015181,,0,,0.30832658,,45200,1296.757713,,45200,,14.68052606,,,,,,1272250,2031,4018,86662.42576,,30.08120971,,9.099791805,,120866.3006,,,,
11/4/2011,3948,931,992349,1065.895811,,,0,0.424065922,0.000149862,,0,,0.31920688,,46550,1288.349257,,46550,,13.28476212,,,,,,1318800,2130,4218,99271.63076,,31.95101101,,9.118455635,,134769.3645,,,,
11/5/2011,2811,593,687374,1159.146712,,,0,0.618815153,0.000147051,,0,,0.23204635,,29650,802.569617,,29650,,19.40935659,,,,,,1348450,1578,3124,69474.22463,,29.21935725,,8.332105235,,91281.27206,,,,
11/6/2011,2989,627,747438,1192.086124,,,0,0.618815153,0.000211934,,0,,0.36261991,,31350,829.3049717,,31350,,21.1092482,,,,,,1379800,1711,3391,65364.71537,,26.0773337,,9.06316846,,88428.23859,,,,
11/7/2011,2800,584,709731,1215.292808,,,0,0.618815153,0.000830405,,0,,1.34359582,,29200,756.422995,,29200,,19.04097653,,,,,,1409000,1618,3205,73998.30559,,30.29768577,,8.478285,,97104.08289,,,,
11/8/2011,2987,534,725808,1359.191011,,,0,0.640274416,0.000168611,,0,,0.29068562,,26700,678.797799,,26700,,15.77241249,,,,,,1435700,1724,3415,91026.02413,,33.71246536,,8.434763,,115128.0692,,,,
11/9/2011,2673,543,726010,1337.034991,,,0,0.642153741,0.000562674,,0,,0.85864076,,27150,677.4276242,,27150,,18.45373091,,,,,,1462850,1526,3024,79271.23284,,33.35505385,,8.370261145,,100865.6828,,,,
11/10/2011,2602,526,656809,1248.686312,,,0,0.642153741,0.000148945,,0,,0.21656553,,26300,644.6294866,,26300,,20.90153881,,,,,,1489150,1454,2875,71245.95053,,30.68077581,,8.01572678,,88207.23044,,,,
11/11/2011,3339,577,1339538,2321.556326,,,0,0.633699811,0.000613539,,0,,1.24118895,,28850,693.6923584,,28850,,17.38213026,,,,,,1518000,2023,19845,87331.06804,,6.907154931,,1.00E-08,,137072.4896,,,,
11/12/2011,2390,581,578989,996.5387263,,,0,0.601840372,0.000140963,,0,,0.18043287,,29050,685.3850877,,29050,,14.28472588,,,,,,1547050,1280,2540,108300.9932,,48.47602341,,6.555328465,,123129.0995,,,,
11/13/2011,2869,559,1060012,1896.264758,,,0,0.601840372,0.00020602,,0,,0.32551137,,27950,647.7301587,,27950,,20.23374945,,,,,,1575000,1580,12775,77840.24429,,9.851144026,,1.00E-08,,125848.3649,,,,
11/14/2011,2847,586,818373,1396.540956,,,0,0.601840372,0.000131247,,0,,0.19345751,,29300,666.6147229,,29300,,15.52653911,,,,,,1604300,1474,6890,103326.3104,,19.27019592,,1.00E-08,,132771.6499,,,,
11/15/2011,7053,592,17270377,29172.93412,,,0,0.605119317,0.002787479,,0.0015,,13.35202327,,29600,661.239978,,29600,,12.55103631,,,,,,1633900,4790,258936,130180.4854,,0.781983762,,1.00E-08,,202483.7474,,,,
11/16/2011,41071,569,70314224,123575.0861,,,0,0.606429345,0.001972293,,0.002,,43.63304254,,28450,624.6729028,,28450,,11.81836604,,,,,,1662350,22123,1892422,140658.192,,0.268827295,,1.00E-08,,508734.6867,,,,
11/17/2011,25375,623,64506755,103542.1429,,,0,0.606429345,0.002905644,,0.0025,,46.01667632,,31150,671.3758488,,31150,,15.68933326,,,,,,1693500,15837,1777360,107939.5773,,0.081135202,,1.00E-08,,144206.4623,,,,
11/18/2011,11389,621,19721553,31757.7343,,,0,0.61750259,0.002918308,,0,,34.04790213,,31050,657.171436,,31050,,18.74569398,,,,,,1724550,11667,494873,91997.12754,,0.27188628,,1.00E-08,,134549.1791,,,,
11/19/2011,3377,599,8553837,14280.19533,,,0,0.637686095,0.032883401,,0,,82.2742683,,29950,623.0692505,,29950,,26.24610275,,,,,,1754500,2502,227996,66848.01994,,0.376264867,,1.00E-08,,85786.88451,,,,
11/20/2011,2863,647,9769962,15100.40495,,,0,0.637686095,0.009341449,,0,,40.0934988,,32350,660.8137225,,32350,,19.35269811,,,,,,1786850,4292,232906,92330.79492,,7.284248435,,1.00E-08,,1696545.166,,,,
11/21/2011,3358,587,41961994,71485.50937,,,0,0.639652844,0.330013877,,0,,830.6449273,,29350,589.8441802,,29350,,21.57111021,,,,,,1816200,2517,1199324,84195.94458,,0.366637619,,1.00E-08,,439717.2952,,,,
11/22/2011,3038,553,32205081,58237.03617,,,0,0.668888299,0.378603297,,0.1,,666.7204055,,27650,547.3465846,,27650,,24.42193713,,,,,,1843850,1761,926864,75499.74396,,0.127113592,,1.00E-08,,117817.012,,,,
11/23/2011,2888,587,20542463,34995.67802,,,0,0.668888299,0.258311752,,0,,411.4906206,,29350,571.8956865,,29350,,29.63694582,,,,,,1873200,1593,577584,63204.89336,,0.169415123,,1.00E-08,,97851.46444,,,,
11/24/2011,2414,511,11899906,23287.48728,,,0,0.668888299,0.180043013,,0,,215.8715728,,25550,491.1520737,,25550,,24.65684642,,,,,,1898750,1199,313578,77007.00923,,0.30806459,,1.00E-08,,96602.2779,,,,
11/25/2011,2804,581,6713246,11554.64028,,,0,0.656541437,0.093435996,,0,,124.0830022,,29050,550.0181554,,29050,,18.43750402,,,,,,1927800,1328,155056,104558.6213,,0.801853046,,1.00E-08,,124332.1259,,,,
11/26/2011,2851,579,19625763,33895.96373,,,0,0.640534438,0.178409005,,0,,271.5385052,,28950,540.0153315,,28950,,22.34829717,,,,,,1956750,1522,549897,87557.00647,,0.206716725,,1.00E-08,,113672.9067,,,,
11/27/2011,2783,606,10779512,17787.9736,,,0,0.640534438,0.059800644,,0,,84.13950653,,30300,556.578848,,30300,,29.41292113,,,,,,1987050,1407,300604,67557.04376,,0.276703345,,1.00E-08,,83178.1322,,,,
11/28/2011,2638,593,5927616,9995.979764,,,0,0.641180973,0.289178325,,0,,373.3292176,,29650,536.6316259,,29650,,17.59711126,,,,,,2016700,1291,158509,114604.0376,,0.898798762,,1.00E-08,,142467.693,,,,
11/29/2011,2047,569,1644019,2889.31283,,,0,0.666094098,0.029541642,,0,,25.87847847,,28450,507.7500428,,28450,,25.30995484,,,,,,2045150,876,35400,80804.17419,,2.6031338,,1.00E-08,,92150.93653,,,,
11/30/2011,2290,720,677645,941.1736111,,,0,0.666094098,0.020915366,,0,,24.42914749,,36000,631.381688,,36000,,23.92370327,,,,,,2081150,1168,2515,86991.13077,,40.37190174,,12.23508,,101535.3329,,,,
12/1/2011,2333,711,732760,1030.604782,,,0,0.666094098,0.028260292,,0,,33.71452892,,35550,613.0179052,,35550,,19.8205582,,,,,,2116700,1193,2592,106793.1578,,47.49789588,,12.66074237,,123114.5461,,,,
12/2/2011,2355,743,783046,1053.897712,,,0,0.766660618,0.032031512,,0,,37.06045986,,37150,629.5586972,,37150,,21.27245641,,,,,,2153850,1157,2463,101250.6482,,45.40813495,,11.61988398,,111840.2364,,,,
12/3/2011,2580,769,941229,1223.964889,,,0,0.766796153,0.015592055,,0,,20.26967198,,38450,640.1610181,,38450,,18.47901715,,,,,,2192300,1300,10318,118637.262,,14.85358536,,1.00E-08,,153259.2937,,,,
12/4/2011,2072,636,637756,1002.761006,,,0,0.812098048,0.026852178,,0,,26.01976075,,31800,521.8740165,,31800,,22.729103,,,,,,2224100,969,2021,97852.51973,,62.61102739,,12.28517597,,126536.8864,,,,
12/5/2011,1796,527,512728,972.9184061,,,0,0.986735124,0.01634374,,0,,13.58164793,,26350,427.3700815,,26350,,26.3362554,,,,,,2250450,831,1684,85450.64458,,55.04575905,,10.96833111,,92697.05824,,,,
12/6/2011,3223,588,719055,1222.882653,,,0,0.986735124,0.034575129,,0,,32.98467346,,29400,470.6888611,,29400,,6.1100238,,,,,,2279850,954,2139,373132.7526,,187.723511,,14.36419074,,401540.59,,,,
12/7/2011,2009,579,594685,1027.08981,,,0,0.986735124,0.012818534,,0,,11.93405502,,28950,457.672817,,28950,,20.9938706,,,,,,2308800,931,2064,109974.9562,,57.87087987,,12.79501902,,119445.4961,,,,
12/8/2011,1951,536,586127,1093.520522,,,0,0.968105669,0.017334887,,0,,16.90151498,,26800,418.821716,,26800,,21.45797608,,,,,,2335600,975,2181,108845.3073,,53.01276155,,14.65896125,,115620.8329,,,,
12/9/2011,1656,509,735386,1444.766208,,,0,0.957791971,0.023419967,,0,,17.37761537,,25450,393.4372419,,25450,,10.13131248,,,,,,2361050,742,1616,233044.8306,,154.1793482,,14.23869303,,249153.8267,,,,
12/10/2011,1735,571,461943,809.0070053,,,0,0.957791971,0.01097998,,0,,9.05848349,,28550,436.0876297,,28550,,39.28401098,,,,,,2389600,825,1841,60828.81916,,36.9534027,,15.30935296,,68031.21437,,,,
12/11/2011,1719,600,554998,924.9966667,,,0,0.957157175,0.022236173,,0,,18.856275,,30000,452.5541412,,30000,,32.25497589,,,,,,2419600,848,2043,75014.78246,,39.58094359,,16,,80863.86775,,,,
12/12/2011,1760,597,502456,841.6348409,,,0,0.915472299,0.016193855,,0,,12.61501287,,29850,444.8039356,,29850,,34.34780525,,,,,,2449450,779,1802,71313.14452,,47.35975456,,16,,85342.27772,,,,
12/13/2011,1444,355,426143,1200.402817,,,0,0.915472299,0.016270787,,0,,9.55095198,,17750,262.5952497,,17750,,23.0767732,,,,,,2467200,587,1171,106912.6944,,94.42266841,,10.9532956,,110568.9447,,,,
12/14/2011,1404,378,394944,1044.825397,,,0,0.915472299,0.019019314,,0,,11.44962731,,18900,277.4828044,,18900,,56.6495177,,,,,,2486100,602,1173,43885.634,,41.20473622,,11.066054,,48333.15559,,,,
12/15/2011,1607,484,363150,750.3099174,,,0,0.915472299,0.016227604,,0,,11.8299233,,24200,351.8702944,,24200,,53.11945399,,,,,,2510300,729,1409,47257.63937,,38.90613231,,11.28076605,,54818.74042,,,,
12/16/2011,1891,601,445552,741.3510815,,,0,0.783831596,0.016742241,,0,,13.00872154,,30050,431.7613715,,30050,,46.07572863,,,,,,2540350,777,1534,55134.23391,,40.35495623,,10.61625121,,61904.50286,,,,
12/17/2011,1715,590,441431,748.1881356,,,0,0.721560381,0.016593423,,0,,11.101,,29500,418.9933265,,29500,,37.89174446,,,,,,2569850,669,1321,67820.84163,,55.30596054,,10.438793,,73059.17387,,,,
12/18/2011,1942,635,633615,997.8188976,,,0,0.721560381,0.029993898,,0,,23.72517357,,31750,445.4470326,,31750,,23.66283621,,,,,,2601600,791,1559,109944.5551,,82.40710709,,11.98843304,,128472.68,,,,
12/19/2011,1776,539,513979,953.5788497,,,0,0.736964261,0.028192138,,0,,20.83399021,,26950,374.2272355,,26950,,32.39015655,,,,,,2628550,739,1457,81152.74145,,60.05485397,,11.00530894,,87499.92223,,,,
12/20/2011,1869,555,475087,856.0126126,,,0,0.774782763,0.020743304,,0,,15.84788426,,27750,381.3104695,,27750,,28.18327413,,,,,,2656300,764,1501,94250.93718,,70.33081312,,11.002902,,105566.5505,,,,
12/21/2011,1904,641,458757,715.6895476,,,0,0.774782763,0.017824,,0,,13.61753582,,32050,435.1460933,,32050,,49.53419817,,,,,,2688350,764,1512,54272.60558,,40.20687421,,11.87297717,,60792.79381,,,,
12/22/2011,2078,752,520222,691.7845745,,,0,0.785586539,0.014061621,,0,,11.22117367,,37600,503.4575102,,37600,,27.28796251,,,,,,2725950,798,1572,99895.69572,,67.79001065,,11.89631887,,106565.8967,,,,
12/23/2011,1740,399,409472,1026.245614,,,0,0.867105942,0.014847859,,0,,12.05646144,,19950,265.1862777,,19950,,33.97750016,,,,,,2745900,812,1590,80815.245,,55.47184067,,12.2595664,,88200.22666,,,,
12/24/2011,1374,283,311900,1102.120141,,,0,0.867105942,0.028561522,,0,,17.65102031,,14150,187.1252332,,14150,,51.83321591,,,,,,2760050,618,1221,53248.67368,,47.18390409,,10.10371245,,57611.5469,,,,
12/25/2011,1302,275,254373,924.9927273,,,0,0.867105942,0.024026196,,0,,14.12740322,,13750,180.9340976,,13750,,68.61357042,,,,,,2773800,588,1134,40426.4052,,38.54161894,,10.551445,,43706.19587,,,,
12/26/2011,1400,329,293898,893.3069909,,,0,0.867105942,0.024651733,,0,,15.53059149,,16450,215.1868112,,16450,,62.39277831,,,,,,2790250,630,1249,44720.7205,,39.35441067,,10.83277197,,49153.65893,,,,
12/27/2011,1742,344,356752,1037.069767,,,0,0.867105942,0.029566781,,0,,20.93328061,,17200,223.6192987,,17200,,49.13256311,,,,,,2807450,708,1388,57140.31229,,44.36094989,,11.24729937,,61572.99845,,,,
12/28/2011,1652,434,395206,910.6129032,,,0,0.752589869,0.028304869,,0,,20.52103011,,21700,279.9604121,,21700,,44.15796141,,,,,,2829150,725,1435,64068.8544,,48.17711733,,10.19390259,,69134.16338,,,,
12/29/2011,2824,1200,799513,666.2608333,,,0,0.501664944,0.021402273,,0,,22.02293936,,60000,758.0084108,,60000,,23.90663297,,,,,,2889150,1029,2034,120851.3973,,64.9545822,,11.72145399,,132117.6202,,,,
12/30/2011,2589,990,700326,707.4,,,0,0.678302562,0.018057277,,0,,16.75715331,,49500,614.8231331,,49500,,29.40883339,,,,,,2938650,928,1837,99924.05892,,60.19059262,,11.6177311,,110570.1186,,,,
12/31/2011,1770,570,436295,765.4298246,,,0,1.065765722,0.010748517,,0,,7.5239616,,28500,350.588949,,28500,,29.08880768,,,,,,2967150,700,1376,102003.1495,,77.53394627,,13.46002784,,106686.7101,,,,
1/1/2012,1683,564,574338,1018.329787,,,0,1.065765722,0.035205604,,0,,22.56679206,,28200,343.6326306,,28200,,27.12279299,,,,,,2995350,641,1266,110436.6354,,93.3036989,,12.59687176,,118122.4828,,,,
1/2/2012,1997,632,472299,747.3085443,,,0,1.069214741,0.015856467,,0,,11.52765121,,31600,381.0436248,,31600,,30.28448996,,,,,,3026950,727,1431,99950.50285,,75.19394809,,11.76303909,,107602.5397,,,,
1/3/2012,1954,628,480927,765.8073248,,,0,1.102095385,0.01770186,,0,,13.63043221,,31400,374.7445518,,31400,,44.98912263,,,,,,3058350,770,1522,67979.76536,,48.87613776,,11.00690488,,74389.48167,,,,
1/4/2012,1974,634,460492,726.3280757,,,0,1.102095385,0.014070465,,0,,10.20108677,,31700,374.4437792,,31700,,40.66657105,,,,,,3090050,725,1426,75985.01472,,57.47341266,,10.6801893,,81957.08645,,,,
1/5/2012,2018,631,563837,893.5610143,,,0,1.102095385,0.023830435,,0,,17.96814807,,31550,368.905369,,31550,,38.11971197,,,,,,3121600,754,1490,81889.39104,,59.2463934,,10.92577088,,88277.12617,,,,
1/6/2012,1781,538,566430,1052.843866,,,0,1.198354575,0.025126163,,0,,16.63352011,,26900,311.8469112,,26900,,37.94779291,,,,,,3148500,662,1306,82969.25219,,67.82907288,,11.79406897,,88584.76918,,,,
1/7/2012,1515,440,316702,719.7772727,,,0,1.211121583,0.018449089,,0,,10.82961503,,22000,253.2723545,,22000,,92.58698195,,,,,,3170500,587,1162,34243.47498,,31.23661103,,8.2625653,,36296.94202,,,,
1/8/2012,1239,279,260606,934.0716846,,,0,1.211121583,0.027831616,,0,,14.11062915,,13950,159.8941732,,13950,,90.47973235,,,,,,3184450,507,1002,35195.17484,,41.48417956,,10.68735933,,41567.14792,,,,
1/9/2012,1073,199,201352,1011.819095,,,0,1.211121583,0.030236534,,0,,12.91100001,,9950,113.691147,,9950,,145.8741987,,,,,,3194400,427,846,21898.3208,,30.19942584,,11.36965947,,25548.71426,,,,
1/10/2012,1116,194,306716,1581.010309,,,0,1.211121583,0.041337673,,0,,18.84997867,,9700,110.4990481,,9700,,36.73513395,,,,,,3204100,456,901,87221.67734,,99.92403825,,10.71580198,,90031.55847,,,,
1/11/2012,1123,245,251432,1026.253061,,,0,1.211121583,0.029256958,,0,,14.13111065,,12250,139.0162762,,12250,,125.3826695,,,,,,3216350,483,956,25652.26927,,29.06499874,,12.18572834,,27786.1388,,,,
1/12/2012,1840,561,626484,1116.727273,,,0,0.8342873,0.030828752,,0,,24.01559806,,28050,315.5668228,,28050,,38.27788879,,,,,,3244400,779,1546,84759.11559,,60.02639017,,12.90003254,,92800.7992,,,,
1/13/2012,2486,1021,657981,644.4476004,,,0,0.65036818,0.022272657,,0,,19.10993993,,51050,565.4235385,,51050,,37.15462847,,,,,,3295450,858,1700,88695.54442,,56.97029513,,13.4052715,,96849.50172,,,,
1/14/2012,2177,853,506707,594.0293083,,,0,0.786477571,0.018296957,,0,,13.17380875,,42650,466.3506186,,42650,,46.96581278,,,,,,3338100,720,1428,71075.1034,,59.30673297,,12.649503,,84690.01468,,,,
1/15/2012,1307,323,285281,883.2229102,,,0,1.14441631,0.0248065,,0,,11.21253811,,16150,175.7397332,,16150,,38.91159816,,,,,,3354250,452,889,86201.80508,,99.89824879,,12.44180698,,88809.54318,,,,
1/16/2012,1442,315,279747,888.0857143,,,0,1.14441631,0.030485541,,0,,13.10878269,,15750,170.5860534,,15750,,71.69378664,,,,,,3370000,430,847,47005.46809,,57.63674286,,13.62900616,,48818.3212,,,,
1/17/2012,1079,258,199238,772.2403101,,,0,1.14441631,0.026292997,,0,,9.91245979,,12900,139.1853144,,12900,,114.1783299,,,,,,3382900,377,744,29628.21406,,44.35082045,,11.93668603,,32997.01042,,,,
1/18/2012,1090,237,203708,859.5274262,,,0,1.14441631,0.03486269,,0,,12.51570555,,11850,127.4099713,,11850,,67.36415081,,,,,,3394750,359,705,50394.01461,,73.97933949,,10.56901104,,52155.43434,,,,
1/19/2012,837,169,445313,2634.988166,,,0,1.14441631,0.16947362,,0,,39.82630074,,8450,90.62793841,,8450,,113.1084089,,,,,,3403200,235,460,30087.94867,,68.35635667,,12.83642976,,31443.92407,,,,
1/20/2012,892,217,149886,690.718894,,,0,1.14441631,0.030318725,,0,,7.61000001,,10850,115.998594,,10850,,64.1685005,,,,,,3414050,251,487,53204.45348,,112.3097058,,12.13724412,,54694.82671,,,,
1/21/2012,951,226,199153,881.2079646,,,0,1.14441631,0.033994578,,0,,9.62046558,,11300,120.4110529,,11300,,88.72114712,,,,,,3425350,283,552,38608.04455,,106.215443,,13.03621674,,58630.92451,,,,
1/22/2012,1278,411,288640,702.2871046,,,0,0.578583202,0.048415352,,0,,18.30100288,,20550,217.6717258,,20550,,121.7932303,,,,,,3445900,378,742,28293.03395,,42.16250132,,12.2365971,,31284.57598,,,,
1/23/2012,1648,547,340114,621.7806216,,,0,0.524263224,0.02910391,,0,,14.02808457,,27350,287.4181242,,27350,,84.06981712,,,,,,3473250,482,955,41313.876,,50.14613159,,13.325504,,47889.55567,,,,
1/24/2012,1451,440,290592,660.4363636,,,0,0.524263224,0.035503483,,0,,15.5150221,,22000,229.7403619,,22000,,49.21715172,,,,,,3495250,437,864,71016.90931,,86.49220061,,11.614862,,74729.26133,,,,
1/25/2012,1685,576,346730,601.9618056,,,0,0.524263224,0.030538388,,0,,15.91050001,,28800,298.293157,,28800,,45.28489203,,,,,,3524050,521,1029,77819.55178,,79.92223761,,13.65248115,,82239.9825,,,,
1/26/2012,1777,601,399359,664.4908486,,,0,0.475447667,0.038182242,,0,,22.22206456,,30050,308.6083678,,30050,,36.31681365,,,,,,3554100,582,1144,97863.76178,,101.9855897,,11.87282753,,116671.5147,,,,
1/27/2012,2004,642,463221,721.5280374,,,0,0.468167336,0.031296009,,0,,20.34240591,,32100,326.7107244,,32100,,9.86668999,,,,,,3586200,650,1279,363465.3571,,304.2717311,,12.17203448,,389163.544,,,,
1/28/2012,2417,904,570536,631.1238938,,,0,0.475030098,0.030939885,,0,,24.65908859,,45200,454.3151402,,45200,,30.90745864,,,,,,3631400,797,1576,117492.6752,,79.59399831,,12.00208957,,125440.1413,,,,
1/29/2012,2400,1032,543820,526.9573643,,,0,0.585222757,0.021644029,,0,,14.30670303,,51600,511.3765952,,51600,,43.5484162,,,,,,3683000,661,1308,84572.53608,,68.89786853,,13.48229188,,90118.41204,,,,
1/30/2012,2257,962,571570,594.1476091,,,0,0.599655545,0.019679622,,0,,12.12264691,,48100,470.5448795,,48100,,24.85383504,,,,,,3731100,616,1212,150121.7013,,130.0005128,,16.47083246,,157560.6215,,,,
1/31/2012,1361,361,278397,771.1828255,,,0,1.033104753,0.023262741,,0,,10.21234343,,18050,175.726498,,18050,,52.9136579,,,,,,3749150,439,860,70854.1074,,90.25655248,,12.1098874,,77620.63513,,,,
2/1/2012,1869,474,4158151,8772.470464,,,0,1.033104753,0.103104467,,0,,64.85270972,,23700,229.2829028,,23700,,22.1728262,,,,,,3772850,629,109831,170156.4774,,1.783557021,,1.00E-08,,195889.8511,,,,
2/2/2012,2394,657,7026888,10695.41553,,,0,1.033104753,0.096286597,,0,,83.48048002,,32850,315.0603043,,32850,,19.25738184,,,,,,3805700,867,192284,197622.9184,,1.299761733,,1.00E-08,,249923.385,,,,
2/3/2012,2430,735,9116917,12403.96871,,,0,1.011506318,0.107657944,,0,,100.5525201,,36750,349.0936772,,36750,,30.77279508,,,,,,3842450,934,253987,124865.1606,,0.589048508,,1.00E-08,,149610.6634,,,,
2/4/2012,2651,864,8280277,9583.653935,,,0,0.967506201,0.095590841,,0,,94.63493281,,43200,405.8008313,,43200,,20.10699142,,,,,,3885650,990,227713,193248.7023,,0.986022967,,1.00E-08,,224530.2478,,,,
2/5/2012,2710,873,8317293,9527.254296,,,0,0.967506201,0.089131748,,0,,94.12312636,,43650,405.472985,,43650,,29.32812622,,,,,,3929300,1056,227876,133977.1921,,0.653454973,,1.00E-08,,148906.7054,,,,
2/6/2012,2295,596,6357175,10666.40101,,,0,1.399933648,0.077010181,,0,,66.92184708,,29800,274.7341568,,29800,,31.76604106,,,,,,3959100,869,174411,124633.0946,,0.782043916,,1.00E-08,,136397.0615,,,,
